id,date_listed,project_id,project_name,builder,builder_tier,rera_id,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,facing,launch_year,possession_year,total_project_units,possession_status,metro_station,metro_line,metro_distance_min,to_bkc_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month
U011198,2022-08-02,UC0034,Hiranandani Pinnacle,Hiranandani,tier1,P51892847,Kurla West,Central,mid,19.06917,72.8866,4BHK,4,1120,1414,104.0,10,15,north-east,2023,2028,400,under_construction,Kurla CR,Central Rail,10,1.75,28424000,25381,341094,8.6,2022,8
U011199,2025-02-11,UC0048,Nirmal Lifestyle Vista,Nirmal Lifestyle,tier2,P51930939,Kurla East,Central,mid,19.071,72.9008,3BHK,3,1213,1494,112.7,4,35,north,2021,2028,1200,under_construction,Saki Naka,Line 1,49,3.24,25069000,20672,300831,8.95,2025,2
U011200,2023-10-24,UC0079,Ajmera Crest,Ajmera,tier2,,Chembur,Central,mid,19.04423,72.91069,2BHK,2,625,765,58.0,10,15,west,2023,2026,1200,ready_within_6m,Belapur TH,Trans-Harbour,170,5.15,15509000,24831,186104,9.2,2023,10
U011201,2025-07-03,UC0083,Sheth Creators Pinnacle,Sheth Creators,tier2,P51753181,Santacruz West,Western,premium,19.0854,72.83481,3BHK,3,920,1117,85.5,42,50,east,2021,2026,400,under_construction,Marol Naka Metro,Line 3,72,4.08,57682000,62687,692178,8.7,2025,7
U011202,2022-06-26,UC0163,Ekta World Plaza,Ekta World,tier2,P51714329,Sanpada,Navi Mumbai,mid,19.06483,72.99789,4BHK,4,1301,1657,120.8,9,25,east,2021,2027,400,ready_within_6m,Wadala Harbour,Harbour,185,13.45,21450000,16493,257404,7.1,2022,6
U011203,2022-11-28,UC0152,Ajmera Imperia,Ajmera,tier2,P51924059,Bandra East,Western,premium,19.06686,72.83125,5BHK_penthouse,5,2161,2709,200.7,12,25,south-east,2024,2027,400,ready_to_move,Andheri WR,Western Rail,76,4.09,82711000,38278,992537,8.6,2022,11
U011204,2023-03-21,UC0143,Kalpataru Estate,Kalpataru,tier1,P51974538,Ghansoli,Navi Mumbai,mid,19.12296,73.00562,3BHK,3,858,1088,79.7,18,35,south-west,2023,2027,400,under_construction,Lower Oshiwara,Line 2A,218,15.42,11507000,13416,138086,9.2,2023,3
U011205,2021-05-12,UC0215,Sunteck Skyline,Sunteck,tier2,P51835379,Malad West,Western,mid,19.18668,72.82898,2BHK,2,724,874,67.3,22,25,east,2023,2026,100,under_construction,Dahanukarwadi,Line 2A,28,13.67,17162000,23694,205938,6.7,2021,5
U011206,2024-10-22,UC0186,Oberoi Realty Imperia,Oberoi Realty,tier1,P51857068,Borivali East,Western,mid,19.23272,72.85488,1BHK,1,418,525,38.8,6,15,south-east,2024,2027,400,under_construction,Ovaripada,Line 7,8,18.16,7809000,18704,93709,9.2,2024,10
U011207,2023-02-25,UC0175,Ajmera Vista,Ajmera,tier2,P51758950,Parel,South Mumbai,premium,18.9956,72.85003,2BHK,2,690,878,64.1,12,15,south,2023,2027,1200,ready_to_move,Girgaon,Line 3,66,8.53,29186000,42308,350232,9.2,2023,2
U011208,2025-03-01,UC0034,Hiranandani Pinnacle,Hiranandani,tier1,P51892847,Kurla West,Central,mid,19.06917,72.8866,3BHK,3,1086,1327,100.9,16,25,east,2023,2028,400,under_construction,Kurla CR,Central Rail,9,1.75,35796000,32955,429550,8.95,2025,3
U011209,2024-04-19,UC0012,Mahindra Lifespaces Pinnacle,Mahindra Lifespaces,tier1,P51801308,Belapur,Navi Mumbai,mid,19.0194,73.02082,2BHK,2,664,860,61.7,13,15,north,2022,2025,100,under_construction,Belapur TH,Trans-Harbour,25,16.82,13590000,20475,163081,9.2,2024,4
U011210,2021-05-09,UC0064,Lodha Imperia,Lodha,tier1,P51721401,Cuffe Parade,South Mumbai,luxury,18.90911,72.83469,1BHK,1,459,563,42.6,10,35,south-west,2024,2025,800,ready_to_move,Cuffe Parade,Line 3,16,18.27,36439000,79382,437271,6.7,2021,5
U011211,2025-05-08,UC0046,Sunteck Plaza,Sunteck,tier2,P51821104,Dadar West,Central,premium,19.01957,72.85691,1BHK,1,334,416,31.0,13,25,north-west,2023,2028,800,under_construction,Dadar CR,Central Rail,18,5.77,17154000,51337,205848,8.95,2025,5
U011212,2022-08-15,UC0060,Kanakia The Park,Kanakia,tier2,,Prabhadevi,South Mumbai,luxury,19.013,72.82359,2BHK,2,571,710,53.0,9,25,east,2024,2027,100,under_construction,Mogra,Line 7,169,8.0,35568000,62292,426810,8.6,2022,8
U011213,2022-03-31,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,2BHK,2,564,732,52.4,11,35,north-east,2025,2025,200,under_construction,Anand Nagar,Line 2A,145,31.01,3522000,6246,42258,7.1,2022,3
U011214,2025-04-05,UC0241,DLF Celeste,DLF,tier1,P51711921,Borivali East,Western,mid,19.23376,72.85462,3BHK,3,1079,1301,100.2,9,35,north,2023,2025,800,ready_within_6m,Borivali WR,Western Rail,9,18.28,23261000,21562,279131,8.95,2025,4
U011215,2021-01-03,UC0174,Wadhwa Meadows,Wadhwa,tier2,P51821504,Nala Sopara,Far Western,affordable,19.41793,72.84407,3BHK,3,1008,1285,93.7,1,15,north,2025,2024,800,ready_to_move,BKC Metro,Line 3,471,38.78,4956000,4916,59474,6.7,2021,1
U011216,2022-04-13,UC0093,Wadhwa Garden,Wadhwa,tier2,P51912126,Wadala,South Mumbai,premium,19.02897,72.85798,1BHK,1,476,600,44.2,33,35,west,2023,2026,400,under_construction,Dharavi,Line 3,20,4.73,15752000,33097,189024,7.1,2022,4
U011217,2023-04-06,UC0178,Lodha Residences,Lodha,tier1,P51873680,Thane East,Thane,affordable,19.17834,72.96463,4BHK,4,1308,1640,121.5,35,50,north,2024,2028,400,under_construction,Kharghar TH,Trans-Harbour,225,15.62,18650000,14256,223801,9.2,2023,4
U011218,2025-06-19,UC0052,Rustomjee The Park,Rustomjee,tier1,P51851619,Ulwe,Navi Mumbai,affordable,18.96175,73.02477,2BHK,2,669,827,62.1,15,25,south-east,2023,2025,800,ready_within_6m,Nerul Harbour,Harbour,100,20.24,6604000,9876,79248,8.95,2025,6
U011219,2023-01-10,UC0149,DLF Plaza,DLF,tier1,P51878018,Versova,Western,premium,19.13611,72.81553,4BHK,4,1566,1906,145.5,6,15,north,2022,2024,100,ready_within_6m,Azad Nagar,Line 1,21,9.32,54782000,34981,657386,9.2,2023,1
U011220,2024-06-17,UC0060,Kanakia The Park,Kanakia,tier2,,Prabhadevi,South Mumbai,luxury,19.013,72.82359,3BHK,3,994,1240,92.4,1,25,north,2024,2027,100,under_construction,Siddhivinayak,Line 3,11,8.0,65427000,65814,785120,9.2,2024,6
U011221,2023-05-31,UC0073,Lodha Estate,Lodha,tier1,P51854658,Mulund East,Central,mid,19.16415,72.95587,1BHK,1,397,502,36.9,21,25,south-east,2024,2027,400,under_construction,Kurla CR,Central Rail,164,13.82,8978000,22620,107734,9.2,2023,5
U011222,2023-09-15,UC0025,Kanakia Garden,Kanakia,tier2,P51982168,Bandra East,Western,premium,19.06633,72.84079,3BHK,3,1041,1327,96.7,1,15,north-west,2023,2027,800,ready_to_move,Mogra,Line 7,97,3.1,44559000,42801,534707,9.2,2023,9
U011223,2024-06-07,UC0244,Hiranandani Skyline,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40219,72.82909,3BHK,3,847,1087,78.7,10,15,west,2023,2025,800,under_construction,Worli Metro,Line 3,524,37.19,7208000,8512,86495,9.2,2024,6
U011224,2022-07-14,UC0147,Mahindra Lifespaces Heights,Mahindra Lifespaces,tier1,P51792107,Ulwe,Navi Mumbai,affordable,18.97176,73.01934,2BHK,2,727,915,67.5,3,25,north-east,2022,2026,400,under_construction,Grant Road Metro,Line 3,261,19.13,6787000,9340,81443,8.6,2022,7
U011225,2024-01-10,UC0070,Kalpataru Garden,Kalpataru,tier1,P51730750,Oshiwara,Western,premium,19.15921,72.84734,1BHK,1,516,649,48.0,11,35,south,2024,2025,400,ready_to_move,MIDC Andheri,Line 3,66,10.2,14138000,27380,169651,9.2,2024,1
U011226,2021-05-06,UC0230,Ajmera Estate,Ajmera,tier2,P51810247,Chembur,Central,mid,19.05468,72.91503,2BHK,2,705,879,65.5,35,35,south-east,2023,2028,400,under_construction,CSMT Metro,Line 3,190,5.03,15786000,22384,189431,6.7,2021,5
U011227,2025-08-17,UC0135,Runwal Garden,Runwal,tier2,P51934428,Goregaon West,Western,mid,19.17401,72.84243,1BHK,1,475,597,44.2,11,25,east,2025,2027,200,under_construction,Lower Oshiwara,Line 2A,15,11.92,14595000,30702,175145,8.7,2025,8
U011228,2022-10-01,UC0082,Piramal Realty Heights,Piramal Realty,tier2,P51727443,Pedder Road,South Mumbai,luxury,18.9766,72.80358,3BHK,3,929,1167,86.3,4,25,north-east,2023,2024,1200,ready_to_move,Mumbai Central WR,Western Rail,27,12.51,78664000,84714,943969,8.6,2022,10
U011229,2021-08-26,UC0207,Ekta World Palazzo,Ekta World,tier2,P51843343,Manpada,Thane,mid,19.23423,72.97392,2BHK,2,631,778,58.6,10,15,west,2022,2026,400,under_construction,Devipada,Line 2A,164,21.27,6082000,9638,72980,6.7,2021,8
U011230,2024-12-10,UC0043,Rustomjee Celeste,Rustomjee,tier1,,Vile Parle East,Western,premium,19.10231,72.84679,3BHK,3,884,1091,82.2,12,35,east,2022,2027,100,ready_within_6m,Chakala,Line 1,35,4.34,35172000,39768,422063,9.2,2024,12
U011231,2025-10-13,UC0215,Sunteck Skyline,Sunteck,tier2,P51835379,Malad West,Western,mid,19.18668,72.82898,4BHK,4,1312,1576,121.9,11,35,north-west,2023,2026,100,ready_to_move,Devipada,Line 2A,43,13.67,33749000,25727,404993,8.7,2025,10
U011232,2022-08-23,UC0049,Kalpataru Horizon,Kalpataru,tier1,P51735725,Mulund West,Central,mid,19.1786,72.95241,2BHK,2,688,856,63.9,12,15,north,2025,2026,100,under_construction,D N Nagar,Line 1,181,14.86,16096000,23397,193148,8.6,2022,8
U011233,2025-07-02,UC0025,Kanakia Garden,Kanakia,tier2,P51982168,Bandra East,Western,premium,19.06633,72.84079,3BHK,3,1123,1429,104.3,16,25,south-west,2023,2027,800,under_construction,Ovaripada,Line 7,215,3.1,47523000,42315,570276,8.7,2025,7
U011234,2021-03-06,UC0217,Dosti Realty Horizon,Dosti Realty,tier2,P51847117,Ghansoli,Navi Mumbai,mid,19.1295,72.98507,1BHK,1,363,454,33.7,24,50,south,2022,2025,800,ready_to_move,Jagruti Nagar,Line 1,120,13.78,3841000,10596,46093,6.7,2021,3
U011235,2022-03-25,UC0107,Dosti Realty Crest,Dosti Realty,tier2,P51898344,Dadar East,Central,premium,19.02494,72.85245,3BHK,3,1056,1342,98.1,9,35,west,2023,2028,1200,ready_to_move,Wadala Harbour,Harbour,18,5.34,33151000,31400,397813,7.1,2022,3
U011236,2026-01-02,UC0109,JP Infra Meadows,JP Infra,tier2,P51944823,Breach Candy,South Mumbai,luxury,18.97718,72.81963,3BHK,3,962,1190,89.4,1,35,south-west,2024,2027,200,under_construction,Mumbai Central Metro,Line 3,12,11.6,105159000,109335,1261908,8.7,2026,1
U011237,2024-02-19,UC0119,Marathon Residences,Marathon,tier2,P51830668,Vile Parle East,Western,premium,19.09576,72.8615,2BHK,2,720,914,66.9,5,25,south-east,2023,2026,1200,under_construction,Domestic Airport,Line 3,12,3.0,25596000,35569,307147,9.2,2024,2
U011238,2023-11-05,UC0066,JP Infra Oasis,JP Infra,tier2,P51852015,Sewri,South Mumbai,premium,19.00052,72.85291,3BHK,3,816,1004,75.8,18,50,north-east,2021,2027,400,under_construction,Mumbai Central WR,Western Rail,60,7.93,25792000,31627,309501,9.2,2023,11
U011239,2024-12-16,UC0232,Dosti Realty Celeste,Dosti Realty,tier2,P51932002,Bandra West,Western,luxury,19.06291,72.82157,3BHK,3,771,971,71.6,15,15,west,2025,2024,1200,ready_to_move,Santacruz Metro,Line 3,35,5.15,55332000,71800,663989,9.2,2024,12
U011240,2026-02-16,UC0037,Marathon Royale,Marathon,tier2,P51761471,Mulund East,Central,mid,19.18637,72.95244,1BHK,1,465,604,43.2,8,25,south,2022,2027,100,under_construction,Ghatkopar CR,Central Rail,151,15.57,9469000,20359,113631,8.7,2026,2
U011241,2022-06-07,UC0142,Nirmal Lifestyle The Park,Nirmal Lifestyle,tier2,P51897519,Goregaon West,Western,mid,19.16748,72.8645,3BHK,3,1074,1396,99.8,18,25,north-east,2022,2027,100,under_construction,Dindoshi,Line 7,3,10.85,26279000,24473,315344,7.1,2022,6
U011242,2024-12-30,UC0147,Mahindra Lifespaces Heights,Mahindra Lifespaces,tier1,P51792107,Ulwe,Navi Mumbai,affordable,18.97176,73.01934,2BHK,2,694,851,64.5,6,15,south,2022,2026,400,ready_within_6m,Panvel Harbour,Harbour,120,19.13,7601000,10950,91214,9.2,2024,12
U011243,2023-04-02,UC0052,Rustomjee The Park,Rustomjee,tier1,P51851619,Ulwe,Navi Mumbai,affordable,18.96175,73.02477,5BHK_penthouse,5,2969,3825,275.8,25,35,north-east,2023,2025,800,ready_within_6m,Goregaon East,Line 7,343,20.24,35380000,11918,424564,9.2,2023,4
U011244,2025-12-13,UC0226,Runwal Crest,Runwal,tier2,,Kandivali West,Western,mid,19.2107,72.83609,3BHK,3,1111,1350,103.2,3,50,south,2021,2027,1200,under_construction,Dadar Metro,Line 3,262,16.05,23078000,20779,276941,8.7,2025,12
U011245,2022-09-21,UC0073,Lodha Estate,Lodha,tier1,P51854658,Mulund East,Central,mid,19.16415,72.95587,4BHK,4,1448,1863,134.5,28,35,south,2024,2027,400,under_construction,Goregaon East,Line 7,125,13.82,31522000,21767,378260,8.6,2022,9
U011246,2025-09-29,UC0011,Oberoi Realty Park Avenue,Oberoi Realty,tier1,P51959900,Malad West,Western,mid,19.18543,72.85509,4BHK,4,1377,1777,128.0,16,35,south-east,2023,2026,1200,ready_to_move,Kurar,Line 7,7,12.93,38746000,28130,464948,8.7,2025,9
U011247,2021-03-20,UC0221,Godrej Properties Heights,Godrej Properties,tier1,P51980276,Prabhadevi,South Mumbai,luxury,19.02815,72.82024,3BHK,3,905,1139,84.1,25,25,south,2021,2026,200,ready_within_6m,Ghatkopar CR,Central Rail,139,7.0,59218000,65424,710611,6.7,2021,3
U011248,2023-10-04,UC0130,Nirmal Lifestyle Garden,Nirmal Lifestyle,tier2,P51709746,Ambernath,Thane,affordable,19.18506,73.19597,2BHK,2,594,733,55.2,24,35,south,2023,2027,100,under_construction,Kurar,Line 7,427,36.56,3163000,5326,37953,9.2,2023,10
U011249,2023-11-26,UC0100,Kanakia Vista,Kanakia,tier2,P51942182,Khar West,Western,luxury,19.07229,72.83537,3BHK,3,894,1112,83.0,11,25,north-east,2023,2027,1200,ready_to_move,Kurla CR,Central Rail,60,3.65,55294000,61877,663533,9.2,2023,11
U011250,2023-04-23,UC0182,DLF Imperia,DLF,tier1,P51766926,Seawoods,Navi Mumbai,mid,19.02662,73.01352,5BHK_penthouse,5,1941,2489,180.4,12,25,west,2024,2027,100,under_construction,Nerul Harbour,Harbour,11,15.84,37601000,19369,451207,9.2,2023,4
U011251,2021-07-26,UC0227,Oberoi Realty Imperia,Oberoi Realty,tier1,P51804828,BKC (Bandra-Kurla),Central,luxury,19.07052,72.87099,3BHK,3,941,1148,87.5,8,15,east,2025,2028,200,under_construction,International Airport,Line 3,25,0.12,68049000,72281,816590,6.7,2021,7
U011252,2022-08-18,UC0087,Ekta World The Park,Ekta World,tier2,P51940292,Kandivali West,Western,mid,19.20997,72.81797,2BHK,2,553,709,51.4,7,35,south,2024,2027,800,under_construction,Andheri WR,Western Rail,126,16.5,10634000,19217,127611,8.6,2022,8
U011253,2024-11-10,UC0105,Piramal Realty Plaza,Piramal Realty,tier2,P51895496,Nariman Point,South Mumbai,luxury,18.91712,72.83741,2BHK,2,710,893,66.0,8,25,north,2024,2028,400,under_construction,Nerul Harbour,Harbour,283,17.34,64099000,90236,769187,9.2,2024,11
U011254,2023-05-08,UC0222,Dosti Realty Skyline,Dosti Realty,tier2,P51957754,Cuffe Parade,South Mumbai,luxury,18.91207,72.81824,3BHK,3,1032,1337,95.8,1,15,south-east,2024,2026,800,ready_to_move,Cuffe Parade,Line 3,6,18.39,97856000,94852,1174275,9.2,2023,5
U011255,2022-04-03,UC0032,DLF Imperia,DLF,tier1,P51703641,Mulund West,Central,mid,19.16809,72.9346,3BHK,3,925,1110,85.9,9,15,west,2025,2027,400,under_construction,Dahanukarwadi,Line 2A,121,12.85,19060000,20613,228719,7.1,2022,4
U011256,2026-01-14,UC0044,Mahindra Lifespaces Palazzo,Mahindra Lifespaces,tier1,P51792647,Bandra West,Western,luxury,19.05067,72.82897,3BHK,3,958,1213,89.0,13,25,north-east,2022,2027,800,under_construction,Shitaladevi,Line 3,32,4.82,75115000,78442,901380,8.7,2026,1
U011257,2021-08-05,UC0162,DLF Crest,DLF,tier1,P51785924,Oshiwara,Western,premium,19.15437,72.85906,3BHK,3,1020,1229,94.8,17,25,north,2022,2026,1200,under_construction,Aarey,Line 7,31,9.45,32899000,32256,394782,6.7,2021,8
U011258,2025-08-28,UC0068,Oberoi Realty Residences,Oberoi Realty,tier1,P51831546,Tardeo,South Mumbai,luxury,18.97048,72.78795,1BHK,1,363,438,33.7,7,15,west,2021,2027,1200,ready_within_6m,Mumbai Central Metro,Line 3,47,14.03,28068000,77305,336818,8.7,2025,8
U011259,2022-01-15,UC0155,Oberoi Realty Horizon,Oberoi Realty,tier1,P51876238,Manpada,Thane,mid,19.2293,72.96683,1BHK,1,365,456,33.9,14,25,south-east,2022,2026,1200,under_construction,Ovaripada,Line 7,138,20.43,4725000,12937,56699,7.1,2022,1
U011260,2023-07-26,UC0073,Lodha Estate,Lodha,tier1,P51854658,Mulund East,Central,mid,19.16415,72.95587,3BHK,3,1217,1552,113.1,22,25,east,2024,2027,400,under_construction,Airport Road,Line 1,140,13.82,26445000,21723,317340,9.2,2023,7
U011261,2025-08-26,UC0066,JP Infra Oasis,JP Infra,tier2,P51852015,Sewri,South Mumbai,premium,19.00052,72.85291,1BHK,1,476,578,44.2,30,35,west,2021,2027,400,under_construction,Vidhan Bhavan,Line 3,115,7.93,15195000,31925,182340,8.7,2025,8
U011262,2022-07-12,UC0009,Sheth Creators Heights,Sheth Creators,tier2,P51926769,Bhayandar,Western,affordable,19.29801,72.84679,1BHK,1,352,443,32.7,11,25,north-west,2024,2024,200,under_construction,Mahalaxmi Metro,Line 3,428,25.47,4026000,11421,48308,8.6,2022,7
U011263,2022-04-16,UC0075,Hiranandani The Park,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40577,72.82886,2BHK,2,577,728,53.6,17,50,north-east,2024,2028,100,under_construction,Virar WR,Western Rail,71,37.58,4533000,7852,54397,7.1,2022,4
U011264,2022-09-26,UC0220,Oberoi Realty Royale,Oberoi Realty,tier1,P51879776,Parel,South Mumbai,premium,18.9995,72.83335,4BHK,4,1458,1764,135.4,2,25,north,2022,2026,400,under_construction,Worli Metro,Line 3,26,8.74,71336000,48932,856038,8.6,2022,9
U011265,2025-01-21,UC0203,Sheth Creators Skyline,Sheth Creators,tier2,P51814975,Santacruz East,Western,premium,19.0752,72.86302,1BHK,1,392,472,36.4,7,15,south-east,2024,2027,400,under_construction,BKC Metro,Line 3,14,0.93,14608000,37308,175296,8.95,2025,1
U011266,2024-01-01,UC0235,Ekta World Garden,Ekta World,tier2,P51930623,Walkeshwar,South Mumbai,luxury,18.95531,72.79082,3BHK,3,1173,1431,109.0,23,25,south-east,2024,2027,400,under_construction,Vidhan Bhavan,Line 3,62,15.23,102460000,87368,1229522,9.2,2024,1
U011267,2025-01-24,UC0128,Sunteck Symphony,Sunteck,tier2,P51843682,Panvel,Navi Mumbai,affordable,18.98648,73.10714,3BHK,3,942,1178,87.5,24,35,west,2023,2025,200,under_construction,Panvel Harbour,Harbour,5,26.6,8247000,8755,98959,8.95,2025,1
U011268,2025-06-24,UC0217,Dosti Realty Horizon,Dosti Realty,tier2,P51847117,Ghansoli,Navi Mumbai,mid,19.1295,72.98507,2BHK,2,531,676,49.3,31,35,south-west,2022,2025,800,under_construction,Gundavali,Line 7,162,13.78,7229000,13611,86750,8.95,2025,6
U011269,2021-11-16,UC0081,Piramal Realty Park Avenue,Piramal Realty,tier2,P51719100,Nerul,Navi Mumbai,mid,19.03427,73.00932,4BHK,4,1541,1977,143.1,7,15,south,2022,2026,400,ready_to_move,Belapur TH,Trans-Harbour,50,15.17,20181000,13098,242173,6.7,2021,11
U011270,2022-12-28,UC0186,Oberoi Realty Imperia,Oberoi Realty,tier1,P51857068,Borivali East,Western,mid,19.23272,72.85488,1BHK,1,380,468,35.3,9,50,south-west,2024,2027,400,under_construction,Dahisar East,Line 2A,25,18.16,6805000,17892,81660,8.6,2022,12
U011271,2021-05-30,UC0222,Dosti Realty Skyline,Dosti Realty,tier2,P51957754,Cuffe Parade,South Mumbai,luxury,18.91207,72.81824,3BHK,3,998,1206,92.7,24,25,north,2024,2026,800,ready_within_6m,Worli Metro,Line 3,135,18.39,80006000,80205,960074,6.7,2021,5
U011272,2024-02-05,UC0191,Rustomjee Towers,Rustomjee,tier1,P51769030,Sewri,South Mumbai,premium,19.0008,72.85378,1BHK,1,518,666,48.1,23,25,east,2024,2026,800,under_construction,Siddhivinayak,Line 3,42,7.88,20548000,39689,246571,9.2,2024,2
U011273,2023-12-09,UC0134,Kalpataru Vista,Kalpataru,tier1,P51966152,Lokhandwala,Western,premium,19.14872,72.80867,4BHK,4,1620,1978,150.5,2,15,north,2025,2028,200,ready_within_6m,Poisar,Line 7,95,10.87,55360000,34176,664326,9.2,2023,12
U011274,2022-06-03,UC0018,Wadhwa Royale,Wadhwa,tier2,P51981278,Dahisar,Western,affordable,19.25029,72.84992,4BHK,4,1793,2198,166.6,5,35,south,2022,2028,100,ready_to_move,Devipada,Line 2A,61,20.16,27207000,15176,326489,7.1,2022,6
U011275,2021-10-05,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,4BHK,4,1314,1623,122.1,14,25,north,2025,2025,200,ready_to_move,SEEPZ,Line 3,296,31.01,7970000,6064,95635,6.7,2021,10
U011276,2021-08-21,UC0136,Mahindra Lifespaces Oasis,Mahindra Lifespaces,tier1,P51921145,Taloja,Navi Mumbai,affordable,19.06443,73.09296,5BHK_penthouse,5,2639,3175,245.2,14,25,east,2023,2027,100,under_construction,Chakala,Line 1,293,23.44,23510000,8907,282122,6.7,2021,8
U011277,2021-07-11,UC0195,Rustomjee Avalon,Rustomjee,tier1,P51723482,Dadar East,Central,premium,19.01927,72.85995,2BHK,2,639,783,59.4,23,25,north-east,2022,2026,800,under_construction,Wadala Harbour,Harbour,6,5.74,26161000,40945,313937,6.7,2021,7
U011278,2025-01-21,UC0028,Sheth Creators Park Avenue,Sheth Creators,tier2,P51845768,Andheri East,Western,mid,19.10973,72.82797,5BHK_penthouse,5,2302,2852,213.9,11,15,south,2022,2026,200,under_construction,MIDC Andheri,Line 3,70,6.25,79242000,34420,950905,8.95,2025,1
U011279,2025-08-10,UC0245,Sunteck Avalon,Sunteck,tier2,,Panvel,Navi Mumbai,affordable,18.99092,73.10477,2BHK,2,703,902,65.3,12,35,south-west,2024,2027,400,under_construction,Panvel Harbour,Harbour,13,26.2,6333000,9014,75992,8.7,2025,8
U011280,2023-11-16,UC0085,Piramal Realty Crest,Piramal Realty,tier2,P51746116,Ghansoli,Navi Mumbai,mid,19.12543,73.00813,2BHK,2,627,755,58.3,14,35,north-west,2024,2025,800,under_construction,Wadala Harbour,Harbour,238,15.77,8892000,14175,106702,9.2,2023,11
U011281,2025-10-28,UC0018,Wadhwa Royale,Wadhwa,tier2,P51981278,Dahisar,Western,affordable,19.25029,72.84992,3BHK,3,884,1084,82.2,3,25,north-east,2022,2028,100,ready_within_6m,Dahanukarwadi,Line 2A,84,20.16,14643000,16557,175717,8.7,2025,10
U011282,2025-02-02,UC0230,Ajmera Estate,Ajmera,tier2,P51810247,Chembur,Central,mid,19.05468,72.91503,1BHK,1,344,416,32.0,19,25,south-west,2023,2028,400,under_construction,Airport Road,Line 1,81,5.03,9688000,28147,116258,8.95,2025,2
U011283,2025-01-15,UC0095,DLF Park Avenue,DLF,tier1,,Andheri East,Western,mid,19.11987,72.83417,2BHK,2,688,855,64.0,1,25,north-west,2024,2025,800,under_construction,Vidyanagari,Line 3,60,6.7,20812000,30231,249748,8.95,2025,1
U011284,2025-07-16,UC0113,Sheth Creators Meadows,Sheth Creators,tier2,P51846290,Prabhadevi,South Mumbai,luxury,19.02335,72.82767,4BHK,4,1412,1776,131.2,5,35,west,2025,2027,400,ready_to_move,Siddhivinayak,Line 3,16,6.83,97720000,69222,1172638,8.7,2025,7
U011285,2025-09-22,UC0239,Sheth Creators Palazzo,Sheth Creators,tier2,P51843397,Lower Parel,South Mumbai,premium,18.99669,72.83495,4BHK,4,1788,2285,166.1,3,15,north-west,2024,2027,800,under_construction,Acharya Atre Chowk,Line 3,35,8.95,116676000,65240,1400114,8.7,2025,9
U011286,2022-11-26,UC0182,DLF Imperia,DLF,tier1,P51766926,Seawoods,Navi Mumbai,mid,19.02662,73.01352,5BHK_penthouse,5,3142,3795,291.9,14,35,north-east,2024,2027,100,under_construction,Dadar CR,Central Rail,217,15.84,58061000,18479,696731,8.6,2022,11
U011287,2023-10-23,UC0159,Wadhwa Garden,Wadhwa,tier2,,Taloja,Navi Mumbai,affordable,19.08102,73.09547,2BHK,2,659,843,61.3,24,25,east,2024,2026,400,under_construction,Panvel Harbour,Harbour,128,23.73,6305000,9561,75661,9.2,2023,10
U011288,2026-01-09,UC0080,Sunteck Palazzo,Sunteck,tier2,P51855593,Andheri West,Western,premium,19.12492,72.83023,3BHK,3,954,1208,88.7,16,25,north-east,2021,2024,100,under_construction,D N Nagar,Line 1,16,7.4,38263000,40098,459160,8.7,2026,1
U011289,2023-11-20,UC0174,Wadhwa Meadows,Wadhwa,tier2,P51821504,Nala Sopara,Far Western,affordable,19.41793,72.84407,1BHK,1,408,516,37.9,46,50,north-east,2025,2024,800,under_construction,Devipada,Line 2A,287,38.78,2852000,6998,34228,9.2,2023,11
U011290,2023-03-10,UC0103,Godrej Properties Oasis,Godrej Properties,tier1,P51737967,Breach Candy,South Mumbai,luxury,18.97249,72.80915,3BHK,3,1059,1350,98.4,24,35,north,2025,2028,800,under_construction,Marol Naka Metro,Line 3,205,12.59,128083000,120945,1536998,9.2,2023,3
U011291,2025-04-30,UC0211,Marathon Avalon,Marathon,tier2,P51726584,Manpada,Thane,mid,19.23506,72.98081,3BHK,3,996,1217,92.6,23,25,north,2025,2025,400,ready_to_move,Nerul Harbour,Harbour,275,21.73,15323000,15378,183874,8.95,2025,4
U011292,2021-08-09,UC0174,Wadhwa Meadows,Wadhwa,tier2,P51821504,Nala Sopara,Far Western,affordable,19.41793,72.84407,3BHK,3,935,1152,86.9,3,15,west,2025,2024,800,under_construction,Virar WR,Western Rail,68,38.78,5300000,5666,63599,6.7,2021,8
U011293,2025-05-13,UC0066,JP Infra Oasis,JP Infra,tier2,P51852015,Sewri,South Mumbai,premium,19.00052,72.85291,2BHK,2,723,933,67.1,7,35,south-west,2021,2027,400,ready_within_6m,Dadar CR,Central Rail,29,7.93,21970000,30406,263645,8.95,2025,5
