id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category
S048020,2021-06-09,Versova,Western,premium,19.13717,72.81703,1BHK,1,462,597,42.9,18,30,2007,north-west,unfurnished,1_covered,1,False,Hiranandani,tier1,Versova,Line 1,3,walk,9.31,23.44,13259000,28702,159105,6.7,2021,6,19,28699.134199134198,0,97,44.61582046911532,Medium
S048021,2025-08-04,Tardeo,South Mumbai,luxury,18.97085,72.82302,3BHK,3,1085,1394,100.8,7,12,2021,north-west,unfurnished,1_covered,3,False,Local Builder,local,Grant Road Metro,Line 3,13,walk,12.08,4.93,54263000,50026,651158,8.7,2025,8,5,50011.98156682028,5,87,46.32362876361425,Medium
S048022,2020-06-10,Ambernath,Thane,affordable,19.21273,73.1879,1BHK,1,395,474,36.7,15,20,1985,east,unfurnished,1_covered,2,False,Local Builder,local,Vidyanagari,Line 3,157,auto/bus,36.97,49.78,1027000,2600,12319,6.7,2020,6,41,2600.0,0,0,1.4937098344693283,Low
S048023,2020-09-07,Powai,Central,premium,19.11671,72.89838,1BHK,1,446,550,41.5,1,30,2014,west,fully_furnished,1_covered,1,False,Rustomjee,tier1,Marol Naka,Line 1,15,auto/bus,5.99,22.56,9834000,22033,118005,6.7,2020,9,12,22049.32735426009,2,85,39.108288021151104,Medium
S048024,2024-06-17,Juhu,Western,luxury,19.11607,72.81848,2BHK,2,543,676,50.5,1,30,2001,south,semi_furnished,open,1,False,Ekta World,tier2,Azad Nagar,Line 1,14,auto/bus,7.45,21.09,24596000,45264,295147,9.2,2024,6,25,45296.500920810315,3,86,44.393457017401204,Medium
S048025,2026-01-04,Bandra East,Western,premium,19.07273,72.82806,1BHK,1,451,580,41.9,12,12,2020,north-east,fully_furnished,2_covered,2,False,Rustomjee,tier1,Mahalaxmi Metro,Line 3,40,auto/bus,4.42,16.27,20726000,45971,248714,8.7,2026,1,6,45955.65410199556,2,60,33.84244857666699,Medium
S048026,2023-04-09,Vasai,Far Western,affordable,19.40407,72.8217,2BHK,2,823,1054,76.5,6,30,2006,west,fully_furnished,1_covered,1,True,Local Builder,local,Lower Oshiwara,Line 2A,111,auto/bus,37.49,53.1,2072000,2517,24862,9.2,2023,4,20,2517.6184690157957,2,0,1.5860254826254825,Low
S048027,2026-02-05,Sewri,South Mumbai,premium,18.97838,72.84979,4BHK,4,1573,2018,146.2,3,45,2012,west,unfurnished,none,1,False,DLF,tier1,Mumbai Central WR,Western Rail,23,auto/bus,10.41,6.39,43320000,27532,519842,8.7,2026,2,14,27539.73299427845,2,77,36.929484025854116,Medium
S048028,2021-11-13,Taloja,Navi Mumbai,affordable,19.06812,73.11025,3BHK,3,777,943,72.1,29,30,1993,north-west,unfurnished,1_covered,1,False,Local Builder,local,Kharghar TH,Trans-Harbour,20,auto/bus,25.25,33.99,4056000,5223,48672,6.7,2021,11,33,5220.07722007722,2,80,33.891148323471405,Medium
S048029,2023-04-27,Chembur,Central,mid,19.0543,72.91538,5BHK_penthouse,5,2372,2936,220.4,20,20,2013,north,semi_furnished,1_covered,2,False,Local Builder,local,Ghatkopar,Line 1,20,auto/bus,5.08,17.17,47265000,19925,567176,9.2,2023,4,13,19926.222596964588,2,80,36.6061573045594,Medium
S048030,2020-02-29,Byculla,South Mumbai,premium,18.96258,72.8367,3BHK,3,972,1219,90.3,3,12,2019,south,unfurnished,open,2,False,Local Builder,local,Kalbadevi,Line 3,15,auto/bus,12.45,4.24,22256000,22905,267078,7.85,2020,2,7,22897.119341563786,2,85,39.22593170381021,Medium
S048031,2020-05-12,Ghatkopar West,Central,mid,19.08146,72.9165,1BHK,1,502,634,46.7,2,7,2024,north-west,unfurnished,1_covered,2,False,Local Builder,local,Ghatkopar,Line 1,3,walk,5.05,19.8,8642000,17211,103710,6.7,2020,5,2,17215.139442231077,0,97,42.35791395510299,Medium
S048032,2023-03-16,Powai,Central,premium,19.13402,72.90272,3BHK,3,777,942,72.2,16,20,2017,north-west,unfurnished,1_covered,2,False,Mahindra Lifespaces,tier1,BKC Metro,Line 3,28,auto/bus,7.91,24.52,21226000,27312,254718,9.2,2023,3,9,27317.88931788932,2,72,34.909512032413076,Medium
S048033,2020-11-02,Lower Parel,South Mumbai,premium,18.98458,72.82277,2BHK,2,580,741,53.9,14,20,1992,north-east,unfurnished,1_covered,1,False,Local Builder,local,Kalbadevi,Line 3,29,auto/bus,10.72,6.46,18457000,31805,221480,6.7,2020,11,34,31822.41379310345,0,71,34.815179985913204,Medium
S048034,2021-07-26,Matunga,Central,premium,19.0269,72.85434,3BHK,3,1021,1320,94.9,13,20,2023,south,unfurnished,1_covered,3,False,DLF,tier1,Wadala Harbour,Harbour,18,walk,5.07,11.62,23383000,22892,280595,6.7,2021,7,3,22902.05680705191,2,82,38.021166112132754,Medium
S048035,2023-11-07,Naigaon,Far Western,affordable,19.33609,72.86416,5BHK_penthouse,5,1477,1917,137.2,14,30,2021,east,fully_furnished,open,0,True,Local Builder,local,Akurli,Line 7,64,auto/bus,29.59,45.74,4913000,3327,58954,9.2,2023,11,5,3326.3371699390655,4,36,16.46894162426216,Low
S048036,2021-07-24,Airoli,Navi Mumbai,mid,19.15893,73.01244,1BHK,1,487,586,45.3,3,7,2023,north-east,fully_furnished,1_covered,1,False,Sheth Creators,tier2,Kurar,Line 7,65,auto/bus,17.94,32.58,5069000,10407,60830,6.7,2021,7,3,10408.624229979467,2,35,16.878677569540343,Low
S048037,2025-02-27,Lokhandwala,Western,premium,19.12897,72.84089,1BHK,1,412,498,38.2,17,20,2024,south,unfurnished,1_covered,2,False,Hiranandani,tier1,Azad Nagar,Line 1,6,walk,7.24,22.59,12235000,29727,146815,8.95,2025,2,2,29696.601941747573,0,94,43.627132733959954,Medium
S048038,2024-11-20,Malad West,Western,mid,19.19468,72.81637,1BHK,1,480,587,44.6,1,20,2020,north-west,unfurnished,open,1,True,Local Builder,local,Poisar,Line 7,18,walk,14.96,29.83,4459000,9288,53510,9.2,2024,11,6,9289.583333333334,0,82,34.881865530387984,Medium
S048039,2020-03-17,Ulwe,Navi Mumbai,affordable,18.96897,73.0436,4BHK,4,1623,1956,150.8,9,20,2021,west,fully_furnished,open,1,False,Wadhwa,tier2,Cuffe Parade,Line 3,94,auto/bus,21.43,23.6,10548000,6498,126577,7.85,2020,3,5,6499.075785582255,4,6,4.994404702313235,Low
S048040,2024-08-01,Walkeshwar,South Mumbai,luxury,18.95094,72.79009,2BHK,2,640,784,59.5,5,12,2017,north,fully_furnished,2_covered,1,False,JP Infra,tier2,CSMT Metro,Line 3,26,auto/bus,15.68,4.46,41714000,65183,500572,9.2,2024,8,9,65178.125,5,74,44.16057276693676,Medium
S048041,2024-09-04,Borivali West,Western,mid,19.23363,72.8459,1BHK,1,411,527,38.2,4,7,2007,south-west,unfurnished,none,0,False,Dosti Realty,tier2,Eksar,Line 2A,15,auto/bus,18.37,34.23,6369000,15477,76423,9.2,2024,9,19,15496.350364963504,0,85,37.25241051970482,Medium
S048042,2022-02-11,Andheri West,Western,premium,19.13343,72.84253,1BHK,1,420,522,39.0,2,7,1997,north,unfurnished,2_covered,0,False,Hiranandani,tier1,Ghatkopar CR,Central Rail,42,auto/bus,7.62,23.09,11958000,28490,143496,7.1,2022,2,29,28471.428571428572,0,58,28.9816260244188,Medium
S048043,2023-08-15,Malad East,Western,mid,19.18299,72.8698,1BHK,1,343,439,31.9,14,20,2018,east,unfurnished,open,2,True,Runwal,tier2,Dahanukarwadi,Line 2A,17,walk,12.56,28.93,3128000,9111,37533,9.2,2023,8,8,9119.533527696793,0,83,35.341893094629164,Medium
S048044,2026-02-11,Marine Drive,South Mumbai,luxury,18.94318,72.81675,3BHK,3,885,1075,82.2,8,20,2014,south-east,semi_furnished,1_covered,2,False,Mahindra Lifespaces,tier1,Churchgate WR,Western Rail,18,walk,15.17,1.99,63048000,71227,756577,8.7,2026,2,12,71240.67796610169,5,82,48.5612609313539,Medium
S048045,2022-01-12,Virar,Far Western,affordable,19.44933,72.79986,2BHK,2,675,867,62.7,4,12,2013,north-west,unfurnished,1_covered,2,False,Tata Housing,tier1,Virar WR,Western Rail,4,walk,42.82,58.19,2469000,3658,29623,7.1,2022,1,13,3657.777777777778,0,96,39.536622276225195,Medium
S048046,2020-04-11,Juhu,Western,luxury,19.11319,72.80865,2BHK,2,728,928,67.6,28,45,2014,west,unfurnished,2_covered,3,False,Lodha,tier1,Mogra,Line 7,21,auto/bus,8.04,20.82,28755000,39503,345060,6.7,2020,4,12,39498.62637362637,3,79,40.43537656059815,Medium
S048047,2022-08-01,Ambernath,Thane,affordable,19.19221,73.17501,2BHK,2,433,544,40.2,10,12,2019,east,unfurnished,1_covered,3,False,Local Builder,local,Kurar,Line 7,145,auto/bus,34.81,47.29,1508000,3483,18091,8.6,2022,8,7,3482.678983833718,0,0,1.3597299734748012,Low
S048048,2021-03-13,Mahalaxmi,South Mumbai,luxury,18.98248,72.81065,4BHK,4,1753,2197,162.8,14,20,2008,north,unfurnished,none,1,False,Mahindra Lifespaces,tier1,Mahalaxmi Metro,Line 3,3,walk,11.56,6.37,93277000,53222,1119323,6.7,2021,3,18,53209.92584141472,5,97,50.95512075645658,High
S048049,2023-03-22,Mahalaxmi,South Mumbai,luxury,18.98026,72.8098,4BHK,4,1332,1601,123.8,17,20,2019,west,unfurnished,open,2,False,Godrej Properties,tier1,Mumbai Central Metro,Line 3,15,walk,11.82,6.15,71388000,53588,856660,9.2,2023,3,7,53594.59459459459,5,85,46.231607956519305,Medium
S048050,2025-04-04,Lower Parel,South Mumbai,premium,18.99028,72.8212,4BHK,4,1425,1850,132.4,15,20,2017,south-east,unfurnished,none,2,False,Kalpataru,tier1,CSMT CR,Central Rail,32,auto/bus,10.24,7.1,68044000,47755,816522,8.95,2025,4,9,47750.17543859649,2,68,37.36569637293517,Medium
S048051,2023-12-06,Juhu,Western,luxury,19.11437,72.82217,3BHK,3,950,1167,88.3,2,20,2020,north,semi_furnished,2_covered,2,False,Ajmera,tier2,Domestic Airport,Line 3,27,auto/bus,7.04,20.89,44531000,46879,534375,9.2,2023,12,6,46874.73684210526,5,73,40.098256266421146,Medium
S048052,2024-05-12,BKC (Bandra-Kurla),Central,luxury,19.07959,72.85354,4BHK,4,1278,1644,118.7,5,12,2023,north-east,unfurnished,none,1,False,Kalpataru,tier1,BKC Metro,Line 3,4,walk,2.03,17.31,102529000,80227,1230346,9.2,2024,5,3,80226.13458528952,5,96,55.95515333807997,High
S048053,2025-05-28,Seawoods,Navi Mumbai,mid,19.0184,73.02293,2BHK,2,637,807,59.1,19,20,2023,north,semi_furnished,2_covered,1,False,Runwal,tier2,Belapur TH,Trans-Harbour,10,auto/bus,17.07,23.31,11247000,17668,134960,8.95,2025,5,3,17656.200941915227,0,90,39.622512598915264,Medium
S048054,2024-01-07,Dombivli,Thane,affordable,19.2205,73.06751,2BHK,2,736,896,68.4,7,45,2014,south-west,unfurnished,2_covered,2,False,Local Builder,local,Virar WR,Western Rail,161,auto/bus,26.66,41.54,3458000,4700,41498,9.2,2024,1,12,4698.369565217391,0,0,1.2291844997108154,Low
S048055,2026-04-28,Nerul,Navi Mumbai,mid,19.03667,73.03452,4BHK,4,1581,1958,146.9,1,12,2020,west,semi_furnished,1_covered,1,False,Local Builder,local,Vashi Harbour,Harbour,28,auto/bus,17.68,25.33,17255000,10916,207065,8.7,2026,4,6,10913.978494623656,2,72,31.641154216169227,Medium
S048056,2023-09-27,Khar West,Western,luxury,19.06546,72.83845,3BHK,3,975,1257,90.6,15,20,2023,east,fully_furnished,1_covered,1,False,Local Builder,local,Acharya Atre Chowk,Line 3,32,auto/bus,3.35,15.53,55199000,56597,662383,9.2,2023,9,3,56614.35897435898,7,68,40.63751627022229,Medium
S048057,2024-04-11,Kandivali West,Western,mid,19.20542,72.82072,4BHK,4,1118,1429,103.9,2,7,2022,north-west,fully_furnished,none,2,False,Local Builder,local,Devipada,Line 2A,16,walk,15.92,31.02,18609000,16641,223310,9.2,2024,4,4,16644.90161001789,4,84,38.18193743887367,Medium
S048058,2021-08-07,Kopar Khairane,Navi Mumbai,mid,19.10371,72.99377,2BHK,2,585,706,54.4,2,7,2017,south-west,semi_furnished,1_covered,0,False,Local Builder,local,Churchgate,Line 3,115,auto/bus,13.54,26.61,5922000,10119,71063,6.7,2021,8,9,10123.076923076924,0,0,2.1926618709895305,Low
S048059,2024-07-05,Santacruz East,Western,premium,19.07727,72.84506,4BHK,4,1453,1868,135.0,7,7,2015,north-east,semi_furnished,1_covered,1,False,DLF,tier1,Mogra,Line 7,29,auto/bus,2.74,16.91,39665000,27294,475978,9.2,2024,7,11,27298.692360633173,2,71,34.484011143325354,Medium
S048060,2025-05-10,Malabar Hill,South Mumbai,luxury,18.9569,72.77866,1BHK,1,433,563,40.2,10,30,2024,east,unfurnished,1_covered,0,False,Sunteck,tier2,Mumbai Central Metro,Line 3,16,auto/bus,15.82,5.82,36927000,85242,443124,8.95,2025,5,2,85281.75519630485,3,84,51.57548045603488,High
S048061,2025-12-05,Breach Candy,South Mumbai,luxury,18.97716,72.82687,2BHK,2,747,946,69.4,1,12,2015,north,semi_furnished,open,3,False,Kalpataru,tier1,Saki Naka,Line 1,72,auto/bus,11.28,5.64,54592000,73059,655100,8.7,2025,12,11,73081.65997322624,3,28,26.730117702227435,Medium
S048062,2026-02-06,Dadar East,Central,premium,19.01417,72.848,2BHK,2,534,685,49.7,5,45,2015,north-west,semi_furnished,1_covered,1,False,Hiranandani,tier1,Wadala Harbour,Harbour,16,walk,6.63,10.08,17410000,32574,208922,8.7,2026,2,11,32602.99625468165,0,84,40.17223825387708,Medium
S048063,2025-01-20,Borivali West,Western,mid,19.23497,72.85189,2BHK,2,640,799,59.4,20,20,2005,north-east,fully_furnished,open,1,False,Rustomjee,tier1,Magathane,Line 2A,17,auto/bus,18.44,34.43,12908000,20174,154901,8.95,2025,1,21,20168.75,2,83,37.91227133560583,Medium
S048064,2022-08-30,Malad West,Western,mid,19.1954,72.86457,2BHK,2,704,883,65.4,10,12,2014,north,fully_furnished,1_covered,1,False,Nirmal Lifestyle,tier2,Rashtriya Udyan,Line 2A,16,walk,13.96,30.21,14651000,20806,175808,8.6,2022,8,12,20811.079545454544,2,84,38.429454726639825,Medium
S048065,2025-10-08,Vashi,Navi Mumbai,mid,19.09541,72.98919,4BHK,4,2041,2531,189.6,2,12,2008,south,unfurnished,open,3,False,Sheth Creators,tier2,Vashi Harbour,Harbour,4,walk,12.84,25.6,30317000,14857,363800,8.7,2025,10,18,14853.993140617344,2,96,42.00438479400997,Medium
S048066,2020-06-22,Sion,Central,premium,19.04805,72.86393,2BHK,2,657,815,61.0,19,45,2024,south,unfurnished,1_covered,1,False,Local Builder,local,Kurla CR,Central Rail,23,auto/bus,2.52,14.16,15373000,23411,184471,6.7,2020,6,2,23398.782343987823,0,77,35.54724911207962,Medium
S048067,2024-12-17,Mahalaxmi,South Mumbai,luxury,18.99137,72.82415,1BHK,1,475,597,44.1,6,7,1999,south,semi_furnished,1_covered,1,False,Lodha,tier1,Mahalaxmi Metro,Line 3,3,walk,9.98,7.21,28992000,61049,347907,9.2,2024,12,27,61035.78947368421,3,97,51.94429227373069,High
S048068,2024-10-24,Dadar West,Central,premium,19.00878,72.83368,3BHK,3,816,1013,75.8,8,12,1990,north-west,semi_furnished,1_covered,1,False,DLF,tier1,Shitaladevi,Line 3,18,walk,7.8,9.21,33240000,40738,398885,9.2,2024,10,36,40735.294117647056,2,82,41.57768423586041,Medium
S048069,2022-03-22,Matunga,Central,premium,19.0222,72.85011,2BHK,2,611,740,56.8,4,7,2004,north,unfurnished,open,1,False,Ajmera,tier2,Dharavi,Line 3,11,auto/bus,5.71,11.0,18025000,29486,216300,7.1,2022,3,22,29500.818330605565,0,89,41.55267850208045,Medium
S048070,2025-12-28,Mazgaon,South Mumbai,premium,18.98238,72.84682,2BHK,2,725,919,67.3,7,20,1996,west,semi_furnished,1_covered,1,False,Local Builder,local,CSMT Metro,Line 3,19,auto/bus,10.04,6.67,17312000,23887,207747,8.7,2025,12,30,23878.620689655174,0,81,37.235163401109055,Medium
S048071,2020-10-02,Vikhroli,Central,mid,19.09534,72.92408,2BHK,2,618,743,57.4,9,20,2018,south,fully_furnished,open,1,False,Local Builder,local,Ghatkopar CR,Central Rail,21,auto/bus,6.34,21.54,8419000,13628,101033,6.7,2020,10,8,13622.977346278318,2,79,35.04437895236964,Medium
S048072,2024-03-11,Vile Parle East,Western,premium,19.09958,72.85453,3BHK,3,1042,1325,96.8,20,30,2006,south-east,semi_furnished,1_covered,2,False,Godrej Properties,tier1,Saki Naka,Line 1,22,auto/bus,3.67,19.52,36307000,34847,435683,9.2,2024,3,20,34843.57005758157,2,78,38.79694289806374,Medium
S048073,2024-09-20,Santacruz East,Western,premium,19.07331,72.86553,1BHK,1,518,659,48.1,3,7,2023,south-east,fully_furnished,1_covered,3,False,Sheth Creators,tier2,CSMT Metro,Line 3,66,auto/bus,0.6,16.91,14856000,28685,178271,9.2,2024,9,3,28679.53667953668,2,34,20.004312870220787,Medium
S048074,2022-06-10,Goregaon East,Western,mid,19.16856,72.87553,2BHK,2,546,697,50.7,10,20,2023,north-west,semi_furnished,none,1,False,Sheth Creators,tier2,Goregaon East,Line 7,4,walk,10.97,27.46,9335000,17110,112023,7.1,2022,6,3,17097.069597069596,0,96,41.92912372790573,Medium
S048075,2020-12-28,Panvel,Navi Mumbai,affordable,18.97782,73.11248,1BHK,1,477,601,44.4,11,20,2014,west,semi_furnished,open,2,False,Local Builder,local,Panvel Harbour,Harbour,4,walk,27.47,30.9,2575000,5393,30898,6.7,2020,12,12,5398.32285115304,0,96,39.86694951456312,Medium
S048076,2020-09-24,Thane West,Thane,mid,19.21966,72.98587,3BHK,3,966,1254,89.7,19,20,2007,south,fully_furnished,1_covered,1,False,Wadhwa,tier2,Thane CR,Central Rail,22,auto/bus,20.62,36.78,8302000,8597,99620,6.7,2020,9,19,8594.202898550724,4,78,34.23985290291497,Medium
S048077,2021-09-03,Nala Sopara,Far Western,affordable,19.43368,72.82497,2BHK,2,613,792,56.9,11,12,2016,west,unfurnished,open,1,False,Local Builder,local,Saki Naka,Line 1,148,auto/bus,40.71,56.4,1713000,2795,20554,6.7,2021,9,10,2794.453507340946,0,0,1.142771161704612,Low
S048078,2020-09-02,Kharghar,Navi Mumbai,affordable,19.06665,73.06124,4BHK,4,1229,1534,114.2,4,12,2015,north-west,fully_furnished,1_covered,1,False,Lodha,tier1,Nerul Harbour,Harbour,26,auto/bus,20.1,29.44,9767000,7947,117207,6.7,2020,9,11,7947.111472742066,4,74,32.491785584109756,Medium
S048079,2022-03-10,Goregaon West,Western,mid,19.16986,72.83525,2BHK,2,789,1002,73.3,3,12,2017,south-east,fully_furnished,open,1,False,Ajmera,tier2,Lower Oshiwara,Line 2A,7,walk,11.69,27.09,13568000,17195,162818,7.1,2022,3,9,17196.451204055767,2,93,41.312702830188684,Medium
S048080,2024-03-17,Mahalaxmi,South Mumbai,luxury,18.98963,72.81464,4BHK,4,1849,2284,171.8,10,12,2020,east,unfurnished,2_covered,1,False,Kanakia,tier2,Dadar CR,Central Rail,26,auto/bus,10.66,7.08,97907000,52943,1174881,9.2,2024,3,6,52951.325040562464,5,74,41.69881377429601,Medium
S048081,2025-02-25,Kandivali West,Western,mid,19.21138,72.8485,2BHK,2,777,980,72.2,11,12,1994,west,unfurnished,1_covered,2,False,Ajmera,tier2,Eksar,Line 2A,11,auto/bus,15.88,31.78,11251000,14486,135010,8.95,2025,2,32,14480.05148005148,0,89,38.58608098835659,Medium
S048082,2022-10-04,Santacruz East,Western,premium,19.07404,72.83819,1BHK,1,444,568,41.3,4,12,2004,south-east,unfurnished,1_covered,1,False,Local Builder,local,D N Nagar,Line 1,34,auto/bus,3.37,16.48,10406000,23435,124869,8.6,2022,10,22,23436.936936936938,0,66,31.183098404766483,Medium
S048083,2022-11-06,Thane East,Thane,affordable,19.18001,72.98141,1BHK,1,400,485,37.1,19,20,2021,south,unfurnished,1_covered,1,False,Piramal Realty,tier2,Thane CR,Central Rail,4,walk,16.93,32.7,3274000,8190,39289,8.6,2022,11,5,8185.0,0,96,40.343436774587666,Medium
S048084,2022-03-13,Seawoods,Navi Mumbai,mid,19.01669,73.01538,3BHK,3,1061,1375,98.5,1,20,2006,north-west,semi_furnished,open,1,False,Local Builder,local,Bandra WR,Western Rail,80,auto/bus,16.39,22.51,8509000,8022,102106,7.1,2022,3,20,8019.7926484448635,2,20,10.321922623104948,Low
S048085,2022-10-29,Tardeo,South Mumbai,luxury,18.95328,72.80806,2BHK,2,733,889,68.1,11,12,2006,south-east,semi_furnished,2_covered,1,False,Dosti Realty,tier2,CSMT Metro,Line 3,21,auto/bus,14.52,3.4,33360000,45521,400320,8.6,2022,10,20,45511.596180081855,3,79,41.63417601918465,Medium
S048086,2024-08-28,Oshiwara,Western,premium,19.14793,72.84324,2BHK,2,547,669,50.8,3,20,2010,north,fully_furnished,open,1,False,Rustomjee,tier1,Mogra,Line 7,15,auto/bus,9.11,24.71,22690000,41464,272283,9.2,2024,8,16,41480.804387568554,2,85,42.9368722785368,Medium
S048087,2025-02-22,Colaba,South Mumbai,luxury,18.90799,72.81095,4BHK,4,1572,1958,146.0,1,7,1988,east,semi_furnished,open,1,False,Local Builder,local,Mumbai Central Metro,Line 3,33,auto/bus,19.06,2.46,60895000,38749,730736,8.95,2025,2,38,38737.27735368957,5,67,36.06622170949996,Medium
S048088,2024-06-04,Kalwa,Thane,affordable,19.18864,72.98995,3BHK,3,1245,1584,115.6,4,30,1997,north-west,unfurnished,1_covered,1,False,Local Builder,local,Thane CR,Central Rail,9,auto/bus,18.24,33.98,8483000,6816,101802,9.2,2024,6,29,6813.654618473895,2,91,38.48108282447247,Medium
S048089,2020-03-06,Goregaon West,Western,mid,19.15423,72.85155,2BHK,2,722,901,67.1,7,7,2021,south,unfurnished,1_covered,1,False,Sheth Creators,tier2,Dindoshi,Line 7,14,auto/bus,9.56,25.49,13995000,19377,167943,7.85,2020,3,5,19383.65650969529,0,86,38.346854090746696,Medium
S048090,2021-03-01,Kalwa,Thane,affordable,19.20134,73.01033,2BHK,2,570,727,52.9,5,12,1994,south,unfurnished,1_covered,2,False,Hiranandani,tier1,Thane CR,Central Rail,13,auto/bus,20.75,36.31,3176000,5574,38113,6.7,2021,3,32,5571.929824561404,0,87,36.22966146095719,Medium
S048091,2024-03-20,Nerul,Navi Mumbai,mid,19.04565,73.02761,2BHK,2,537,694,49.9,9,20,2018,east,unfurnished,2_covered,2,False,Local Builder,local,Nerul Harbour,Harbour,2,walk,16.78,25.2,6276000,11692,75314,9.2,2024,3,8,11687.150837988827,0,98,41.69773715742512,Medium
S048092,2024-04-21,Airoli,Navi Mumbai,mid,19.16447,73.01107,4BHK,4,1671,2071,155.2,8,12,2015,east,unfurnished,1_covered,1,False,Tata Housing,tier1,Thane CR,Central Rail,17,auto/bus,18.17,32.99,22870000,13686,274444,9.2,2024,4,11,13686.415320167564,2,83,36.58092540446,Medium
S048093,2023-08-29,Kandivali East,Western,mid,19.21317,72.85414,3BHK,3,992,1248,92.2,4,7,2021,north,semi_furnished,1_covered,1,False,Local Builder,local,Poisar,Line 7,16,walk,16.01,32.04,13468000,13571,161621,9.2,2023,8,5,13576.612903225807,2,84,36.988450074250075,Medium
S048094,2026-02-18,Prabhadevi,South Mumbai,luxury,19.01044,72.8222,4BHK,4,1404,1736,130.4,11,12,2024,east,fully_furnished,open,1,False,Tata Housing,tier1,Siddhivinayak,Line 3,2,walk,8.31,9.34,99919000,71182,1199024,8.7,2026,2,2,71167.37891737891,7,98,55.546408106566325,High
S048095,2022-04-26,Goregaon West,Western,mid,19.16255,72.87352,2BHK,2,665,829,61.8,1,7,2009,south-west,semi_furnished,2_covered,3,False,Local Builder,local,Lower Oshiwara,Line 2A,9,walk,10.3,26.76,10984000,16513,131810,7.1,2022,4,17,16517.293233082706,0,91,39.793641514930805,Medium
S048096,2024-04-09,Kandivali West,Western,mid,19.20477,72.8218,2BHK,2,740,946,68.7,7,45,2015,north,unfurnished,2_covered,2,False,Local Builder,local,Kurar,Line 7,21,auto/bus,15.82,30.94,10798000,14597,129578,9.2,2024,4,11,14591.891891891892,0,79,34.61200974254492,Medium
S048097,2023-07-29,Sewri,South Mumbai,premium,18.97606,72.86728,1BHK,1,449,567,41.7,4,7,1987,north-west,unfurnished,1_covered,1,False,Kanakia,tier2,CSMT CR,Central Rail,31,auto/bus,10.45,7.17,7771000,17318,93250,9.2,2023,7,39,17307.349665924277,0,69,31.192283567108483,Medium
S048098,2020-08-21,Belapur,Navi Mumbai,mid,18.99823,73.03089,2BHK,2,726,921,67.4,4,12,1994,south-east,semi_furnished,open,2,True,Local Builder,local,Belapur TH,Trans-Harbour,3,walk,18.7,23.2,3429000,4725,41146,6.7,2020,8,32,4723.140495867769,0,97,40.03663021289006,Medium
S048099,2023-10-09,Mira Road,Western,affordable,19.31253,72.86302,2BHK,2,575,728,53.4,29,45,2023,north,unfurnished,1_covered,0,False,Kalpataru,tier1,Eksar,Line 2A,38,auto/bus,26.98,43.12,6269000,10901,75226,9.2,2023,10,3,10902.608695652174,0,62,27.13971507417451,Medium
S048100,2026-04-26,Breach Candy,South Mumbai,luxury,18.97014,72.83167,4BHK,4,1379,1714,128.1,3,45,1999,south,unfurnished,1_covered,0,False,JP Infra,tier2,Girgaon,Line 3,13,auto/bus,11.81,4.92,88567000,64219,1062802,8.7,2026,4,27,64225.52574329224,5,87,49.155090887125006,Medium
S048101,2022-11-23,Ghatkopar West,Central,mid,19.08618,72.90911,4BHK,4,1658,2087,154.0,20,20,2022,south,unfurnished,open,2,False,Ajmera,tier2,Ghatkopar,Line 1,2,walk,4.49,19.9,36678000,22124,440131,8.6,2022,11,4,22121.83353437877,2,98,44.25206430012542,Medium
S048102,2026-01-28,Mulund West,Central,mid,19.16559,72.97418,2BHK,2,649,808,60.3,13,20,2018,north-east,unfurnished,none,2,False,Local Builder,local,Thane CR,Central Rail,23,auto/bus,15.26,30.93,9920000,15283,119036,8.7,2026,1,8,15285.053929121726,0,77,33.957406451612904,Medium
S048103,2023-04-01,Vile Parle East,Western,premium,19.09652,72.85893,1BHK,1,355,438,32.9,11,12,2017,north-west,unfurnished,open,1,False,Ajmera,tier2,Shitaladevi,Line 3,38,auto/bus,3.17,19.26,9844000,27757,118126,9.2,2023,4,9,27729.577464788734,0,62,30.452984721657863,Medium
S048104,2020-01-22,Borivali West,Western,mid,19.21766,72.83583,2BHK,2,715,916,66.5,12,30,2024,south,fully_furnished,1_covered,3,False,Local Builder,local,Poisar,Line 7,23,auto/bus,16.81,32.4,8918000,12466,107017,7.85,2020,1,2,12472.727272727272,2,77,34.00533276519399,Medium
S048105,2024-10-29,Airoli,Navi Mumbai,mid,19.15344,72.99329,1BHK,1,401,519,37.3,6,20,1991,north-east,unfurnished,2_covered,1,False,Local Builder,local,Thane CR,Central Rail,15,auto/bus,15.93,30.9,3680000,9168,44161,9.2,2024,10,35,9177.057356608479,0,85,36.10533913043478,Medium
