locality,lat,lon,price_inr,investment_score,luxury_score
Kharghar,19.0578,73.08347,12500000,34.09146920412679,4
Taloja,19.0745,73.07346,3828000,31.654126864383485,2
Dombivli,19.2198,73.08723,2723000,29.741072644776125,0
Naigaon,19.35779,72.84851,10026000,31.67626683149863,2
Airoli,19.16595,72.98671,5291000,33.67604339645957,0
Nariman Point,18.92583,72.8416,50966000,49.58385894963459,5
Parel,19.00207,72.84043,50013000,50.55472781634383,2
Seawoods,19.01558,73.02657,7184000,34.974382535227285,0
Borivali East,19.22876,72.86252,6273000,34.43015366660739,0
Kurla West,19.05771,72.87861,19919000,42.15099422254883,2
Goregaon East,19.1493,72.84265,12360000,37.83516402806991,2
Panvel,18.98222,73.14015,3872000,29.273923427091216,2
Andheri East,19.11863,72.84169,10996000,35.233610732281036,2
Mazgaon,18.98743,72.82215,19054000,50.353669293205506,0
Sion,19.04822,72.85747,23716000,42.443880942095035,4
Sewri,18.99862,72.84422,9437000,40.36669720408082,0
Sion,19.04098,72.86572,21771000,40.85037809850592,4
Taloja,19.07782,73.09599,2951000,30.796303997456032,0
Santacruz West,19.07645,72.84907,49687000,53.43431741863738,2
Byculla,18.97676,72.84236,32241000,48.042526303929186,2
Malad East,19.18588,72.85591,24405000,37.46377823719851,2
Kandivali West,19.18585,72.8655,5180000,36.504924965686605,0
Bhandup,19.15591,72.94452,8008000,35.8815975955344,0
Ghatkopar West,19.08438,72.90726,29174000,37.08104479053503,2
Bhayandar,19.29096,72.84656,4645000,33.58031670216792,2
Taloja,19.07915,73.10668,3498000,30.98935620761125,4
Bhandup,19.15271,72.91629,9625000,34.53058649879807,2
Naigaon,19.356,72.84456,3066000,32.02416993494896,0
Oshiwara,19.14517,72.83064,15742000,42.23221274640567,0
Santacruz East,19.0698,72.84106,12172000,46.9746213196309,2
Kurla West,19.05445,72.87815,15097000,41.03775203677155,0
Seawoods,19.02031,73.01757,5266000,32.02410262448984,0
Kurla East,19.06416,72.90237,7889000,36.44701291900662,0
Malabar Hill,18.9685,72.7915,158266000,63.30315593527784,5
Malabar Hill,18.95438,72.80352,111657000,68.78082071297729,5
Nerul,19.03068,73.01355,2363000,33.349412418097415,0
Naigaon,19.35222,72.84411,4097000,31.44794946144529,2
Badlapur,19.16602,73.21802,2220000,30.15783418610212,2
Sanpada,19.06092,73.02537,4644000,34.687844018155445,0
Bandra West,19.06772,72.82394,37156000,60.99356075439603,3
Nerul,19.03428,73.01196,14764000,37.130357717925875,2
Wadala,18.99931,72.84842,31944000,43.15542945397682,4
Nerul,19.01415,73.01092,7197000,36.62550683307934,0
Nerul,19.03337,73.03336,24211000,38.173639090086965,2
Vikhroli,19.10429,72.9252,13546000,40.773112927526995,0
Vashi,19.06508,72.9967,9574000,37.03129075055399,0
Matunga,19.0435,72.83961,20331000,41.008120672979224,2
Bandra West,19.07836,72.84506,108020000,65.3269859322575,5
Kharghar,19.05062,73.05831,12502000,33.915139217840085,2
Parel,19.0008,72.83658,27009000,51.79350642421623,2
Belapur,19.0197,73.02552,3708000,32.973892835208645,0
Andheri West,19.13602,72.82765,105855000,47.25475877721607,4
Bandra West,19.05525,72.83556,80035000,64.66744796403124,5
Mulund East,19.17738,72.93787,15959000,38.02298805209617,2
Airoli,19.17987,73.01893,6902000,35.43517260026898,2
Powai,19.12956,72.89371,40104000,44.89169444498541,2
Belapur,19.01752,73.04002,34258000,37.35492833094938,4
Lower Parel,18.98094,72.83405,36310000,62.172555769709476,0
Borivali East,19.23243,72.85164,2640000,33.28848370798935,0
Kopar Khairane,19.12046,73.00391,5423000,33.35325227636211,0
Thane East,19.19448,72.99151,5349000,33.32942153078265,2
Kanjurmarg,19.13063,72.92694,11210000,35.6032730940649,2
Vasai,19.41553,72.83514,2086000,30.29295972116419,0
Nerul,19.02797,73.02723,16724000,36.49480643600485,2
Badlapur,19.17123,73.24008,1972000,29.71423881822674,2
Prabhadevi,19.01046,72.84581,38051000,53.63174067495365,5
Kandivali East,19.20025,72.83851,11588000,35.15368208771309,2
Airoli,19.16133,73.00501,7809000,33.43751748382989,4
Badlapur,19.17478,73.24527,2043000,29.895877166666263,0
Worli,19.02103,72.81932,27040000,63.59901111115643,3
Wadala,19.01799,72.86408,13439000,47.0573779275752,0
Vile Parle West,19.09669,72.83925,27135000,49.096878486892685,4
Sanpada,19.0648,73.00706,6585000,35.20204142998993,0
Nariman Point,18.9189,72.81175,34406000,57.97376143424805,3
Kalwa,19.19318,73.00189,8224000,31.776117533290808,2
Chembur,19.06657,72.88903,12585000,39.73344668497803,0
Bandra East,19.06442,72.83689,97348000,45.26677797085808,4
Dadar West,19.03727,72.86393,21905000,55.712442190271574,0
Bandra East,19.06773,72.85757,13539000,50.65169579617969,0
Dahisar,19.24715,72.86674,9449000,36.87451479451092,0
Ghodbunder Road,19.24417,72.96866,7124000,31.611493606695184,2
Ghatkopar East,19.08419,72.90829,13753000,37.946628136647384,2
Breach Candy,18.96671,72.79344,17731000,63.131416596531636,3
Nariman Point,18.92692,72.80739,114471000,56.631453791839746,5
Malad West,19.2038,72.85555,19250000,39.20205819113094,2
Lower Parel,18.99973,72.81696,22283000,49.72660515240179,0
Sion,19.04072,72.86024,17994000,44.773754595582545,2
Kopar Khairane,19.09546,73.00861,3255000,33.61627361273758,0
Cuffe Parade,18.90304,72.81986,76926000,62.158169950039415,5
Taloja,19.06779,73.10748,2791000,32.02498009287481,0
Mumbra,19.1877,73.04631,3701000,31.02409393893828,2
Kharghar,19.03154,73.06641,3917000,32.43394483242183,0
Manpada,19.21402,72.96545,7810000,31.886955027946307,2
Manpada,19.22784,72.96004,2595000,31.88535234283553,0
Byculla,18.96041,72.84097,11812000,47.80968468328119,0
Mulund East,19.17672,72.94842,18298000,35.350013209961986,2
Santacruz East,19.08796,72.85019,49362000,38.66086330594792,2
Taloja,19.08526,73.11442,1228000,30.81753030702291,0
Byculla,18.96887,72.82503,22090000,50.38796175047177,2
Chembur,19.04992,72.89816,9845000,37.22674444103485,0
Kurla East,19.08007,72.91647,15149000,40.53185489646955,2
Dombivli,19.20896,73.08536,6215000,29.87414864970435,2
Andheri East,19.11141,72.83722,5696000,36.35381755831849,0
Worli,19.01633,72.8329,120114000,78.82258763559798,5
Borivali West,19.21854,72.83469,7644000,34.84510757501878,2
Naigaon,19.33837,72.81676,1914000,31.96243024793227,0
Mira Road,19.29204,72.85476,5902000,31.607067756724774,2
Powai,19.10869,72.87524,21002000,43.324543668557304,4
Mazgaon,18.97585,72.83084,30640000,47.677269155774674,2
Bandra East,19.05194,72.83838,21450000,48.67668212057972,0
Kalyan,19.23582,73.12568,2392000,31.56450567003741,0
Belapur,19.01181,73.05124,7647000,33.610060370321754,2
Nariman Point,18.935,72.84624,67764000,62.868806690298115,5
Ulwe,18.96654,73.02783,5378000,33.011692573764975,0
Dadar West,19.01171,72.8428,28647000,42.792259585237645,2
Goregaon East,19.16806,72.87068,10516000,36.829139886683635,0
Prabhadevi,19.00778,72.80493,35070000,64.20300002741867,3
Malad East,19.18542,72.85317,10985000,35.76789795215125,2
Ghatkopar West,19.06678,72.89956,8137000,41.198888591020534,2
Bhandup,19.1435,72.94077,11577000,38.264043943345015,0
Dombivli,19.21819,73.08257,11361000,29.664156149291635,2
Santacruz East,19.07259,72.85754,14092000,42.145264723580496,0
Goregaon East,19.15349,72.86732,10503000,37.257433501989084,0
Goregaon West,19.15852,72.8382,8381000,39.358951310102995,0
Khar West,19.06754,72.81637,57815000,58.31247140120402,7
Ulwe,18.96011,73.02,2478000,33.09711673845243,2
Andheri East,19.11604,72.83857,11009000,39.19962591538105,0
Vikhroli,19.11136,72.91945,6676000,39.81718173919208,0
Andheri West,19.12264,72.82259,11915000,45.99097861559824,0
Vasai,19.41227,72.82438,3493000,31.339979160613183,0
Belapur,19.01306,73.02836,16895000,34.698486810241675,2
Malabar Hill,18.94563,72.80203,135913000,58.629697768219465,5
Juhu,19.11224,72.838,56926000,54.01410672787743,5
Malad East,19.18019,72.86358,5515000,32.9311080544715,0
Powai,19.11833,72.89486,17950000,40.41289402907482,2
Chembur,19.06059,72.89211,18432000,41.67458292900467,0
Walkeshwar,18.95303,72.79725,50864000,68.6646296921801,7
Bhayandar,19.2928,72.85606,4052000,30.839245121937054,2
Panvel,18.99095,73.11822,2831000,30.73366242542245,0
Badlapur,19.16917,73.23507,2492000,30.311708329015485,0
Goregaon West,19.16307,72.83833,8225000,37.90483147053379,2
Vasai,19.40483,72.82116,7238000,31.38146160129913,4
Mulund East,19.17446,72.93212,4951000,33.733562158365956,0
Malad West,19.19706,72.83507,11754000,40.48770456702461,0
Mumbra,19.18348,73.01953,2416000,31.026095535317317,0
Mahalaxmi,18.99223,72.81043,42915000,59.80741060815032,5
Ulwe,18.96545,73.03208,4685000,32.59874117916743,0
Mulund East,19.17469,72.97042,11121000,38.50288504476737,2
Vile Parle East,19.10318,72.84468,10595000,41.17390082513759,0
Parel,18.98842,72.81504,22740000,46.159300151465274,2
Virar,19.45876,72.79321,1084000,29.19360670462057,0
Malad West,19.194,72.84593,12868000,44.555590274809745,2
Prabhadevi,19.00827,72.81713,119457000,58.55552353995652,7
Kalyan,19.23438,73.13142,3124000,31.1728047209965,0
Nariman Point,18.93095,72.81198,29738000,53.44078399460001,3
Breach Candy,18.96889,72.79781,35941000,67.5478560062577,3
Dadar East,19.03086,72.85484,18457000,46.26243549182865,0
Kandivali West,19.19423,72.82721,9181000,34.85396315370251,2
Versova,19.13359,72.81175,11304000,43.970290398604156,0
Kalwa,19.19167,73.00521,6050000,33.85745827043981,0
Kandivali West,19.20866,72.82629,4558000,36.30039509151036,0
Panvel,19.00065,73.10888,3448000,30.266892763607014,0
Mulund East,19.17247,72.97967,6436000,35.89132602785011,0
Sion,19.01971,72.87658,40045000,39.19199000856106,2
Malad West,19.18949,72.8558,4749000,35.0667264820851,2
Kalwa,19.20089,73.00682,1758000,31.437915077457415,0
Parel,18.98845,72.84833,38823000,49.06985501980566,2
Juhu,19.10176,72.83436,29902000,61.59956323898376,3
Pedder Road,18.97329,72.80678,105709000,81.32625398413094,5
Byculla,18.98143,72.83865,10996000,43.470730961830405,0
Kanjurmarg,19.14175,72.92615,6009000,35.57447183752127,2
Kandivali East,19.20925,72.84614,16617000,35.01318477311324,2
Belapur,19.00287,73.03498,19070000,35.63302613974431,2
Ghatkopar West,19.07952,72.89721,9485000,37.10840394426426,0
Parel,18.99804,72.82438,49737000,48.441440753065365,4
Cuffe Parade,18.90515,72.81334,151399000,76.33290231375885,5
Bandra East,19.05234,72.84269,24394000,43.70108923138901,2
Nerul,19.0297,73.0184,4781000,36.880315062399475,0
Panvel,18.98629,73.11394,6275000,30.741721170707518,2
Vile Parle West,19.10017,72.85327,45839000,59.801425748496754,2
Mazgaon,18.98194,72.83204,14702000,41.080037220714715,0
Naigaon,19.35129,72.84061,1820000,31.52734563985356,0
Versova,19.13496,72.84284,25119000,50.966861504215295,0
Malad West,19.18014,72.83265,19206000,36.36870755344741,2
Colaba,18.9007,72.81914,39231000,62.43070983087866,5
Mazgaon,18.97482,72.8406,63154000,42.87942568631483,2
Dadar West,19.00234,72.8536,101422000,49.20914503871017,2
Vasai,19.40249,72.8258,2574000,30.06982048748316,2
Santacruz East,19.08365,72.84675,34430000,48.40764300102497,4
Kalwa,19.17833,72.98874,3275000,31.83264589186693,0
Mumbra,19.19906,73.02268,1931000,29.516959678520465,0
Wadala,19.01529,72.86876,16142000,44.7840703819453,0
Mazgaon,18.97414,72.83621,26621000,44.60060090128667,2
Ghatkopar East,19.09614,72.91751,10904000,36.44970904908781,0
Wadala,19.0185,72.88292,16087000,46.015859626127906,0
Seawoods,19.0185,73.01614,4653000,31.986856248811613,0
Mazgaon,18.95229,72.8203,59719000,40.62816496116787,2
Parel,18.98393,72.82765,28286000,47.81599832081996,2
Malad East,19.19151,72.86759,6383000,33.90131356754787,0
Kurla West,19.07954,72.89901,8099000,37.20611636600172,0
Kalwa,19.18976,72.99243,4578000,33.15369719795088,0
Goregaon East,19.15081,72.85234,10457000,36.087813192277906,0
Kurla East,19.05666,72.90043,32629000,37.13431945459902,2
Borivali East,19.22979,72.85499,6943000,34.05274963300083,0
Mulund East,19.16348,72.96386,9894000,37.60125795568865,0
Vile Parle West,19.10472,72.85255,18112000,51.565183586871825,2
Vasai,19.40561,72.82688,2064000,31.189291591957964,0
Kharghar,19.05224,73.08512,6163000,31.96617817665101,0
Mazgaon,18.97637,72.85312,13725000,52.66004766584428,2
Mira Road,19.29983,72.86473,7930000,32.562163256545745,2
Mumbra,19.19161,73.03506,4065000,30.97841314318744,0
Bandra West,19.06782,72.82926,43842000,53.75743225855594,5
Cuffe Parade,18.92431,72.83621,183923000,68.79291275682908,5
Thane West,19.2136,72.96276,4537000,34.78166971834575,0
Dahisar,19.25851,72.86065,41745000,35.335115058091624,2
Sanpada,19.06315,73.01835,6141000,33.69168904622921,0
Borivali West,19.23005,72.85492,11042000,38.00747112448788,0
Parel,18.99271,72.84108,42780000,52.27667298016082,4
Lower Parel,18.99778,72.82919,44659000,51.463820655409144,2
Bhandup,19.15078,72.92987,12742000,36.12917779979429,2
Panvel,18.99205,73.10803,3133000,29.953595458545593,0
Vile Parle East,19.08707,72.84852,15960000,43.61517296129725,0
Prabhadevi,19.01981,72.83386,39501000,67.40571958065091,3
Borivali East,19.22743,72.86451,8118000,32.7441279202034,2
Powai,19.11794,72.90387,13326000,46.13220586606248,0
Dahisar,19.25485,72.86163,10923000,34.27578913242158,2
Goregaon East,19.17817,72.86032,6799000,39.2415355024486,2
Dombivli,19.20916,73.08026,5209000,30.762305299749578,2
Sion,19.04218,72.86523,18913000,42.09432969809753,0
Airoli,19.16223,72.99229,2678000,33.4041477721721,0
Pedder Road,18.98207,72.80422,53627000,72.92071659699754,3
Kurla East,19.07166,72.86835,8577000,34.12947485733913,2
Goregaon West,19.16608,72.85023,8342000,40.723558807499984,2
Mahalaxmi,18.98986,72.78549,27896000,62.70962265373749,3
Kurla East,19.07212,72.88773,8300000,39.32304050075755,0
Oshiwara,19.14811,72.85436,4474000,35.92370044580045,0
Mumbra,19.1782,72.99932,4151000,30.311887884340045,2
Goregaon East,19.16819,72.83039,11541000,38.93452896201728,0
Panvel,18.9939,73.12752,4618000,30.813309783610617,0
Walkeshwar,18.9641,72.81028,105160000,63.374331542398636,7
Prabhadevi,19.01861,72.82999,48012000,66.90653205776586,3
Kurla West,19.06494,72.86742,8625000,40.838626384900756,0
Oshiwara,19.13372,72.83571,14904000,39.024410798937716,2
Sewri,18.99306,72.82512,12416000,38.983370913073344,0
Goregaon West,19.15118,72.84286,7138000,39.30676322862994,2
Cuffe Parade,18.91525,72.82705,63660000,83.45263057854736,3
Kurla West,19.06552,72.89904,19398000,40.976781888844215,2
Ghodbunder Road,19.2536,72.97283,3022000,31.56752369825322,0
Khar West,19.06699,72.82299,64579000,51.48761054154943,5
Thane West,19.23718,72.98907,4542000,36.08829100832377,0
Tardeo,18.96803,72.80638,21662000,54.659977840488565,5
Kurla West,19.0759,72.88854,8877000,37.48387556152393,0
Kandivali West,19.21433,72.82802,6783000,34.565722349266956,2
Virar,19.46308,72.81746,1729000,29.572479051420054,0
Ghodbunder Road,19.26006,72.96912,2940000,32.213998608672995,0
Mazgaon,18.97624,72.8477,24702000,45.779942062849756,2
Vile Parle East,19.09799,72.84143,38186000,53.75492075015778,4
Ghansoli,19.12294,73.0073,5051000,32.343540075001485,0
Ghatkopar East,19.10703,72.91214,15231000,33.48105898831722,2
Juhu,19.10688,72.81593,37097000,46.414907319169835,5
Belapur,19.02271,73.0066,4366000,32.30845861112181,0
Mulund East,19.17202,72.94908,5133000,34.285625661401696,0
Belapur,19.01768,73.03001,13833000,34.671619220643706,2
Prabhadevi,19.00753,72.8295,52010000,61.558335797535264,5
Nariman Point,18.9276,72.8178,39528000,60.257807499344054,3
Nerul,19.02787,73.03136,7365000,34.63358439729737,2
Panvel,18.99612,73.12457,5082000,32.029076712249235,2
Vasai,19.41283,72.81518,1325000,30.821305593799583,0
Dahisar,19.25274,72.845,11459000,35.18047894653861,2
Kurla West,19.07266,72.89146,17910000,40.58928784218418,2
Taloja,19.07127,73.10433,5397000,32.25659722668281,0
Matunga,19.03284,72.85794,18657000,46.672290863510604,0
Worli,19.0079,72.80056,63165000,67.3101083947986,7
Santacruz East,19.0822,72.84507,13056000,38.95454927157085,0
Tardeo,18.96493,72.80726,32331000,62.056967318128486,3
Lokhandwala,19.12247,72.82897,37957000,43.24920716080888,2
Thane East,19.2141,72.99002,4056000,34.682030657729904,2
Byculla,18.9858,72.83837,25385000,47.45242402138237,2
Andheri East,19.11861,72.85679,22103000,42.644387313361825,2
Taloja,19.06898,73.12734,2801000,31.179456300393483,0
Tardeo,18.96481,72.80643,62866000,57.206350789037685,5
Mulund East,19.18441,72.95814,5433000,33.5685273482375,0
Mazgaon,18.95079,72.83066,32294000,41.69167146478454,2
Nala Sopara,19.42888,72.80561,1469000,29.299920658153262,0
Cuffe Parade,18.9096,72.81412,98756000,59.28993170362064,5
Sion,19.03586,72.87121,19554000,39.95258824184399,2
Kopar Khairane,19.0993,73.00243,23474000,32.07769104291941,2
Ghodbunder Road,19.24439,72.96679,18586000,32.027557601955365,2
Santacruz West,19.07618,72.82953,14876000,49.26753560249321,0
Thane West,19.21556,72.99278,6199000,34.638926199520895,0
Chembur,19.05863,72.89401,35780000,38.21244901941387,2
Mira Road,19.29473,72.87214,16982000,31.6320957785302,2
Dombivli,19.20638,73.09501,4962000,31.230553836794623,0
Nala Sopara,19.40929,72.82377,3050000,30.377903414805285,2
Borivali West,19.22855,72.84171,9510000,34.99030312009876,0
Naigaon,19.34908,72.82878,2467000,31.843872197405073,0
Virar,19.45004,72.81594,2884000,31.066717993061367,0
Dadar East,19.01964,72.83862,7781000,42.58477743259308,0
Lokhandwala,19.14453,72.8363,18511000,42.45838663389333,0
Ghatkopar East,19.08937,72.91131,21485000,35.72715698940168,2
Borivali East,19.22727,72.83862,6767000,35.30183213351957,0
Malad East,19.17798,72.869,12373000,37.84881329492296,2
Nala Sopara,19.4233,72.82885,2861000,30.065227565936997,2
Vile Parle East,19.10193,72.85404,20697000,45.104655893985864,0
Dahisar,19.25293,72.88525,7880000,33.897685092803854,0
Byculla,18.9741,72.82464,10566000,45.92636408978033,0
Thane East,19.18652,72.96594,8471000,34.899835573920896,4
Wadala,19.01133,72.87104,17154000,44.919102019053646,2
Goregaon East,19.16587,72.87622,23274000,35.52813002898337,4
BKC (Bandra-Kurla),19.07475,72.88415,98323000,65.09973436173274,5
Manpada,19.2221,72.98413,6550000,30.91779200360039,2
Bhandup,19.14941,72.93325,7533000,39.74873108406943,0
Mahalaxmi,18.98933,72.81832,28743000,64.71066909059184,3
Sewri,18.99256,72.85505,11697000,42.93311082084069,0
Nariman Point,18.93977,72.82569,32962000,52.9408843977089,3
Vile Parle West,19.10568,72.8523,32246000,48.84432397257919,2
Mulund East,19.17516,72.9439,14687000,37.44783142610825,4
Kurla East,19.07753,72.88669,16477000,38.880478056771594,2
Belapur,19.01738,73.05025,6262000,33.83427739720884,0
Vikhroli,19.12865,72.91986,10988000,39.34604038821409,0
Dahisar,19.25248,72.84443,4729000,33.53088280127831,0
Thane East,19.19411,72.98167,11058000,33.076563730641595,2
Prabhadevi,19.01,72.82568,64144000,62.7286811487564,7
Kalyan,19.23134,73.12725,3135000,31.003682065781845,0
Chembur,19.0525,72.91388,13086000,43.54483772551318,0
Malad West,19.19268,72.85221,10275000,37.21919532865757,0
Vile Parle East,19.09667,72.83924,39643000,48.550011716949555,2
Juhu,19.1118,72.83901,31777000,59.12036375181003,3
Breach Candy,18.95716,72.78223,38973000,65.28783255872105,3
Wadala,19.02367,72.86297,27650000,52.82823632131302,0
Borivali West,19.22136,72.81881,15068000,36.598061804535085,2
Khar West,19.06828,72.82492,31780000,52.6788050039025,5
Belapur,19.00813,73.03328,7668000,33.578916912375206,4
Powai,19.10936,72.8877,12221000,46.119523645385826,0
Airoli,19.17396,73.00385,7922000,33.59424078425786,2
Versova,19.14205,72.8232,19717000,48.42017738599965,2
Kharghar,19.04433,73.07824,4685000,32.93187189787411,0
Lower Parel,18.99704,72.82156,52614000,58.27113611977062,2
Nariman Point,18.92712,72.83752,50779000,69.06762503930877,3
Sion,19.04999,72.85939,18712000,44.13083180225696,0
Borivali West,19.22388,72.84758,41123000,34.88382554853681,4
Ghatkopar East,19.09308,72.89738,9509000,38.15352589351316,0
Lower Parel,18.99224,72.8188,26001000,51.73651756456409,0
Pedder Road,18.96356,72.80238,32480000,54.82985457491432,3
Sewri,18.99857,72.86394,10196000,40.55595053754989,0
Chembur,19.04978,72.89746,4585000,33.828128449083216,0
Nerul,19.03535,72.98964,7943000,37.831660700988266,0
Kurla West,19.07079,72.86908,10637000,38.02648948002671,0
Marine Drive,18.9435,72.80626,93609000,79.9261871851585,7
Mulund East,19.17847,72.95845,9725000,34.75479890112878,2
Sanpada,19.06717,73.00945,4558000,35.6302982348616,2
Kanjurmarg,19.13791,72.94921,3759000,33.690420960170734,0
Vashi,19.07654,73.00984,11949000,35.88637999922279,2
Belapur,19.02041,73.04158,7523000,34.569213711441016,2
Bandra East,19.05489,72.83958,79997000,42.15964938550536,2
Andheri West,19.14559,72.81188,13484000,46.16242676833036,2
Naigaon,19.33319,72.857,3564000,31.887312147966554,2
Badlapur,19.17183,73.22682,6995000,30.3082767358355,2
Goregaon West,19.16427,72.87826,6726000,37.950554612118026,0
Kalwa,19.18892,72.99438,4330000,32.60546060000716,0
Kandivali East,19.21254,72.84622,3506000,34.70023810734057,0
Colaba,18.90298,72.81088,30628000,59.61898816942111,3
Walkeshwar,18.94796,72.79939,88843000,63.73141525183429,7
Kalwa,19.19301,72.99064,2675000,32.731179078559784,0
Ghatkopar West,19.08845,72.90674,15964000,45.74900398638673,0
Sion,19.03501,72.85777,20793000,44.838946119352855,4
Malad West,19.19,72.83184,8257000,39.55128175958989,0
Cuffe Parade,18.91957,72.81615,66345000,64.45096332521528,5
Bandra West,19.05701,72.82573,56441000,55.614080072037716,5
Prabhadevi,18.99986,72.84309,37244000,63.80899912512159,5
Naigaon,19.3514,72.84361,2809000,31.97947486698103,0
Versova,19.15616,72.80337,30900000,42.418427016659706,2
Seawoods,19.02236,73.02682,5167000,35.128905126205325,2
Dadar East,19.02991,72.84483,23563000,45.169162307127124,2
Ghodbunder Road,19.23455,72.96026,2661000,31.938250730405446,0
Vashi,19.07295,72.99989,6201000,36.02578792204558,2
Ulwe,18.96707,73.01738,3224000,31.58882726923151,0
Borivali East,19.21982,72.8538,5208000,34.10796668033345,0
Mira Road,19.30128,72.83938,8692000,32.490347365140586,2
Marine Drive,18.94624,72.84775,25150000,75.75123930335099,5
Thane East,19.18662,73.00059,6986000,34.825553338833096,2
Vikhroli,19.13289,72.92092,10332000,38.35272720004612,0
Kharghar,19.05622,73.08152,10561000,32.4143244939327,2
Powai,19.1259,72.92135,24705000,50.84289161283567,0
Virar,19.46722,72.8074,2257000,29.92741691432852,0
Kandivali West,19.20559,72.85624,9203000,35.65306835580167,0
Virar,19.4581,72.82012,2230000,29.57443102589599,0
Bhandup,19.15641,72.96338,5541000,37.86013931058675,0
Nariman Point,18.92153,72.83959,18740000,49.547826050985286,3
Dombivli,19.21242,73.10183,2046000,29.462808096787047,0
Ghatkopar West,19.09427,72.92305,7774000,36.1588513611679,2
Thane East,19.19661,72.97644,6732000,33.45469081136679,2
Mulund West,19.16932,72.93498,8877000,36.30464319612578,2
Lower Parel,19.0061,72.8265,38400000,62.75520728689793,2
Matunga,19.01747,72.86153,6300000,39.26995175375747,0
Airoli,19.15827,72.97892,4348000,34.76227024214122,0
Khar West,19.07167,72.82194,86273000,51.83489678403843,5
Bandra East,19.06751,72.83614,26958000,50.27222135626096,2
Walkeshwar,18.95319,72.80797,61830000,65.90385317947995,5
Nariman Point,18.921,72.82305,59464000,63.03348397713469,5
Vashi,19.06609,72.9897,9628000,35.79579399097259,2
Santacruz West,19.08333,72.85568,30125000,56.518041420951704,0
Wadala,19.01547,72.83829,17496000,42.46421137997357,2
Worli,19.01485,72.8158,68740000,69.11667929431736,5
Nerul,19.04378,73.02627,32339000,36.261324678576145,2
Kurla East,19.06216,72.91918,9365000,36.11856888794265,2
Kalwa,19.19681,72.99107,4766000,33.442111004085525,0
Borivali East,19.23767,72.87037,7296000,34.31446740362637,0
Airoli,19.16289,73.00317,3279000,34.04281441295093,0
Ghatkopar West,19.08626,72.90108,35257000,42.25282807414358,2
Bandra West,19.06348,72.864,148820000,55.19323692507047,5
Breach Candy,18.96084,72.80605,103785000,66.96928712851422,5
Bhandup,19.15838,72.92408,6658000,33.34984659645893,2
Bhayandar,19.28971,72.85962,4144000,32.142662136575815,2
Goregaon East,19.15486,72.86917,6908000,34.5120057629215,0
Sanpada,19.06966,72.99192,6966000,36.92915135159942,0
Santacruz East,19.10268,72.85652,15693000,41.948896222149145,0
Chembur,19.05367,72.89515,6428000,35.00360139625522,0
Dadar East,19.01279,72.82394,21184000,46.3528093408267,0
Lokhandwala,19.13945,72.80582,17694000,42.254036900460605,0
Nerul,19.04206,73.03071,17538000,36.35978405034826,4
Marine Drive,18.93325,72.81696,118545000,73.21614552593009,7
Kalyan,19.24992,73.1279,2636000,31.083888857866597,0
Kanjurmarg,19.11824,72.92508,5273000,36.0273321896595,2
Dahisar,19.25539,72.86376,4336000,35.368782267776254,0
Bhandup,19.15124,72.96052,11046000,36.0474532096388,2
Sanpada,19.05529,73.00328,7019000,33.95402381352128,2
Ambernath,19.19976,73.18916,1682000,29.266619382670456,0
Lower Parel,18.99711,72.83977,42271000,53.634352043685894,2
Bhandup,19.15284,72.94642,6674000,37.22172023122229,2
Ambernath,19.20584,73.18428,3333000,29.88783408284157,2
Taloja,19.07317,73.07524,5056000,31.012889003029557,2
Khar West,19.06741,72.83734,23920000,53.6631966687133,3
Nariman Point,18.93021,72.82945,77498000,70.5962510468328,5
Matunga,19.01552,72.87061,12922000,46.34603330314639,2
Malad East,19.18209,72.8648,9074000,34.98996159453565,2
Bhayandar,19.28716,72.84504,5054000,32.72793694104837,0
Vile Parle West,19.102,72.85343,19512000,46.92129811215114,0
Ghodbunder Road,19.24546,72.95517,5888000,33.490600530507976,0
Belapur,19.0172,73.0326,20252000,33.41294601537624,2
Worli,19.00704,72.80311,95654000,65.7805536918496,5
Sanpada,19.0583,73.00279,25129000,35.174398471523034,4
Lokhandwala,19.14647,72.80069,14321000,42.84119850817087,0
Matunga,19.04028,72.84395,25966000,41.4133348369722,2
Lower Parel,18.98592,72.83573,24486000,57.61708688915262,2
Lower Parel,18.99679,72.83324,23803000,52.052749657654616,0
Dahisar,19.25993,72.85571,2976000,31.955351900589854,0
Dahisar,19.25671,72.86342,2912000,34.0687614048166,0
Mahalaxmi,18.97284,72.82676,41733000,50.14510533957989,5
Sion,19.03877,72.84807,7379000,40.06095443467102,0
Borivali East,19.22093,72.86864,5524000,34.25928955318547,0
Ghansoli,19.1361,73.00351,4535000,34.9524581428922,2
Lokhandwala,19.13697,72.83147,33402000,42.904754701543254,2
Matunga,19.01372,72.85349,14867000,48.57610362965123,0
Santacruz West,19.07984,72.82619,23579000,54.478678365333394,0
Goregaon East,19.17038,72.83734,21371000,36.39369562257633,2
Colaba,18.90788,72.82119,45320000,64.91839210779114,3
Malad West,19.18796,72.84835,7229000,40.298078082251216,0
Kandivali West,19.20258,72.82553,7681000,35.17377633114079,0
Cuffe Parade,18.91665,72.81779,54057000,78.86053617205627,5
Malad West,19.19008,72.86595,10661000,37.41951609035897,2
Vile Parle East,19.09219,72.8479,26771000,44.45354633968866,4
Kharghar,19.06491,73.06693,3586000,32.43193163747176,0
